citations,Symbol,Synonyms
111,BMP1,OI13|PCOLC|PCP|PCP2|TLD
729,BMP2,BDA2|BMP2A|SSFSC|SSFSC1
41,BMP3,BMP-3A
499,BMP4,BMP2B|BMP2B1|MCOPS6|OFC11|ZYME
47,BMP5,-
167,BMP6,IO|VGR|VGR1
297,BMP7,OP-1
31,BMP8B,BMP8|OP2
188,BMPR1A,10q23del|ACVRLK3|ALK-3|ALK3|BMPR-1A|CD292|SKR5
131,BMPR1B,ALK-6|ALK6|AMD3|AMDD|BDA1D|BDA2|CDw293
334,BMPR2,BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK
83,BMX,ETK|PSCTK2|PSCTK3
45,POLR3D,BN51T|C53|RPC4|RPC53|TSBN51
51,BNIP1,NIP1|SEC20|TRG-8
43,BNIP2,BNIP-2|NIP2
209,BNIP3,HABON|NIP3
91,BNIP3L,BNIP3a|NIP3L|NIX
47,BOK,BCL2L9|BOKL
181,DST,BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2
216,FOXL2,BPES|BPES1|PFRK|PINTO|POF3
36,BPGM,DPGM|ECYT8
34,BPHL,BPH-RP|MCNAA|VACVASE
71,BPI,BPIFD1|rBPI
3395,BRCA1,BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53
2689,BRAF,B-RAF1|B-raf|BRAF-1|BRAF1|NS7|RAFB1
2159,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11
36,BRDT,BRD6|CT9|SPGF21
73,ZFP36L1,BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1
58,ZFP36L2,BRF2|ERF-2|ERF2|OOMD13|OZEMA13|RNF162C|TIS11D
24,BRS3,BB3|BB3R|BBR3
724,BSG,5F7|CD147|EMMPRIN|EMPRIN|HAb18G|OK|TCSF
64,BST1,CD157|cADPR2
406,BST2,CD317|HM1.24|TETHERIN
55,BTC,-
62,BTD,-
98,KLF9,BTEB|BTEB1
279,KLF5,BTEB2|CKLF|IKLF
108,BTF3,BETA-NAC|BTF3a|BTF3b|NACB
6,BTF3P11,BRF3L1|BTF3L1|HUMBTFB|OCIF|OPG|TNFRSF11B
1,BTF3P1,HUMBTFA
72,BTG1,APRO2
361,BTK,AGMX1|AT|ATK|BPK|IGHD3|IMD1|PSCTK1|XLA
31,BTN1A1,BT|BTN|BTN1
171,BUB1,BUB1A|BUB1L|MCPH30|hBUB1
2,BVR1,-
293,BUB1B,BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1
121,BYSL,BYSTIN|Enp1
208,TSPO,BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|TSPO1|mDRC|pk18
339,C1QBP,COXPD33|GC1QBP|HABP1|SF2AP32|SF2p32|gC1Q-R|gC1qR|p32
238,SERPING1,C1IN|C1INH|C1NH|HAE1|HAE2
2,ERC2-IT1,C1orf1|C3orf51|Po42
191,C1QA,C1QD1
96,C1QB,C1QD2
89,C1QC,C1Q-C|C1QD3|C1QG
68,C1R,EDS8|EDSPD1
76,C1S,EDSPD2
126,C2,ARMD14|CO2
693,C3,AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p
76,C3AR1,AZ3B|C3AR|HNFAG09
218,C4A,C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG
204,C4B,C4B1|C4B12|C4B2|C4B3|C4B5|C4BD|C4B_2|C4F|CH|CO4|CPAMD3
91,C4BPA,C4BP|PRP
1,C4BPAP2,C4BPAL2
49,C4BPB,C4BP
54,CAPN5,ADNIV|HTRA3|VRNI|nCL-3
284,C5,C5D|C5a|C5b|CPAMD4|ECLZB
177,C5AR1,C5A|C5AR|C5R1|CD88
61,C6,-
74,C7,-
50,C8A,-
55,C8B,C82
37,C8G,C8C
10,OSGIN2,C8orf1|hT41
85,C9,ARMD15|C9D
57,VPS51,ANG2|ANG3|C11orf2|C11orf3|FFR|PCH13
68,MRPL49,C11orf4|L49mt|MRP-L49|NOF|NOF1|mL49
33,ZNHIT2,C11orf5|FON
30,MPPED2,239FB|C11orf8
45,MYRF,11orf9|C11orf9|CUGS|MMERV|MRF|Ndt80|pqn-47
35,TMEM258,C11orf10|Kud|Kuduk
28,DAGLA,C11orf11|DAGL(ALPHA)|DAGLALPHA|NSDDR
17,GAS8-AS1,C16orf3
47,FMNL1,C17orf1|C17orf1B|FHOD4|FMNL|KW-13
29,LDLRAD4,C18orf1
53,PTTG1IP,C21orf1|C21orf3|PBF|PTTG1IP1
36,CFAP410,C21orf2|LRRC76|RDMS|SMDAX|YF5/A2
18,TMEM50B,C21orf4|HCVP7TP3
17,MPPED1,239AB|C22orf1|FAM1A
96,CA1,CA-I|CAB|Car1|HEL-S-11
261,CA2,CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282
55,CA3,CAIII|Car3
62,CA4,CAIV|Car4|RP17
18,CA5A,CA5|CA5AD|CAV|CAVA|GS1-21A4.1
2,CA5AP1,CA5P
55,CA6,CA-VI|GUSTIN
16,CA7,CA-VII|CAVII
61,CA8,CA-RP|CA-VIII|CALS|CAMRQ3|CARP
362,CA9,CAIX|MN
25,CA11,CA-RP|CA-RP
73,CA12,CA-XII|CAXII|HsT18816|T18816
271,CACNA1A,APCA|BI|CACNL1A4|CAV2.1|DEE42|EA2|EIEE42|FHM|HPCA|MHP|MHP1|SCA6
64,CACNA1B,BIII|CACNL1A5|CACNN|Cav2.2|DYT23|NEDNEH
383,CACNA1C,CACH2|CACN2|CACNA1C-IT2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|NEDHLSS|TS|TS.
105,CACNA1D,CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD
60,CACNA1E,BII|CACH6|CACNL1A6|Cav2.3|DEE69|EIEE69|gm139
78,CACNA1F,AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|Cav1.4alpha1|JM8|JMC8|OA2
103,CACNA1S,CACNL1A3|CCHL1A3|CMYP18|Cav1.1|DHPRM|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP
223,DDR1,CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE
87,CACNA2D1,CACNA2|CACNL2A|CCHL2A|DEE110|LINC01112|lncRNA-N3
36,CACNB1,CAB1|CACNLB1|CCHLB1
85,CACNB2,CAB2|CACNLB2|CAVB2|MYSB
29,CACNB3,CAB3|CACNLB3
43,CACNB4,CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6
21,CACNG1,CACNLG
50,SLC25A20,CAC|CACT
250,CAD,CDG1Z|DEE50|EIEE50|GATD4
63,CALB1,CALB|D-28K
102,CALB2,CAB29|CAL2|CR
18,S100G,CABP|CABP1|CABP9K|CALB3
525,CALCA,CALC1|CGRP|CGRP-I|CGRP-alpha|CGRP1|CT|KC|PCT
29,CALCB,CALC2|CGRP-II|CGRP2
3,CALCP,CALC3
104,CALCR,CRT|CT-R|CTR|CTR1
133,CALD1,CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22|h-CD
604,CALM1,CALML2|CAM2|CAM3|CAMB|CAMC|CAMI|CAMIII|CPVT4|DD132|LQT14|PHKD|PHKD1|caM
3,CALM1P1,CALML1
1,CALM1P2,-
220,CALM2,CALM|CALML2|CAM1|CAM3|CAMC|CAMII|CAMIII|LQT15|PHKD|PHKD2|caM
1,CALM2P2,-
1,CALM2P3,-
233,CALM3,CALM|CAM1|CAM2|CAMB|CPVT6|CaM|CaMIII|HEL-S-72|LQT16|PHKD|PHKD3
60,CALML3,CLP
661,CALR,CALR1|CRT|HEL-S-99n|RO|SSA|cC1qR
163,CALU,-
101,CAMK4,CaMK
214,CAMK2A,CAMKA|CaMKIINalpha|CaMKIIalpha|MRD53|MRT63
118,CAMK2B,CAM2|CAMK2|CAMKB|CaMKIIbeta|MRD54
158,CAMK2D,CAMKD
212,CAMK2G,CAMK|CAMK-II|CAMKG|MRD59
73,CAMLG,CAML|CDG2Z|GET2
363,CAMP,CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37
419,CANX,CNX|IP90|P90
82,CAPG,AFCP|HEL-S-66|MCP
276,CAPN1,CANP|CANP1|CANPL1|SPG76|muCANP|muCL
197,CAPN2,CANP2|CANPL2|CANPml|mCANP
152,CAPN3,CANP3|CANPL3|LGMD2|LGMD2A|LGMDD4|LGMDR1|nCL-1|p94
116,CAPNS1,CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1
29,CAPN6,CANPX|CAPNX|CalpM|DJ914P14.1
30,CAPS,CAPS1
191,CAPZA1,CAPPA1|CAPZ|CAZ1
122,CAPZA2,CAPPA2|CAPZ
144,CAST,BS-17|MIR583HG|PLACK
205,CAPZB,CAPB|CAPPB|CAPZ
63,CARS1,CARS|CYSRS|MCDDBH|MDBH|MGC:11246
385,CASP1,ICE|IL1BC|P45
195,CASP2,CASP-2|ICH1|MRT80|NEDD-2|NEDD2|PPP1R57
1230,CASP3,CPP32|CPP32B|SCA-1
113,CASP4,ICE(rel)II|ICEREL-II|ICH-2|Mih1|Mih1/TX|TX
62,CASP5,ICE(rel)III|ICEREL-III|ICH-3
166,CASP6,CSP-6|MCH2|caspase-6
257,CASP7,CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3
967,CASP8,ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5
457,CASP9,APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56
147,CASP10,ALPS2|FLICE-2|FLICE2|MCH4
38,CASQ1,CASQ|CSQ1|PDIB1|VMCQA
81,CASQ2,PDIB2
515,CASR,CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1|hCasR
461,CAT,-
3,CATR1,-
1183,CAV1,BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21
129,CAV2,CAV
147,CAV3,LGMD1C|LQT9|MPDT|RMD2|VIP-21|VIP21
628,RUNX2,AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA
909,RUNX1,AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha
201,RUNX1T1,AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2
59,CBFA2T3,ETO2|MTG16|MTGR2|RUNX1T3|ZMYND4
429,RUNX3,AML2|CBFA3|PEBP2aC
179,CBFB,CLCD2|PEBP2B
106,SERPINA6,CBG
762,CBL,C-CBL|CBL2|FRA11B|NSLL|RNF55
194,CBLB,ADMIO3|Cbl-b|Nbla00127|RNF56
18,CBLN1,-
253,SERPINH1,AsTP3|CBP1|CBP2|HSP47|OI10|PIG14|PPROM|RA-A47|SERPINH2|gp46
143,CBR1,CBR|PG-9-KR|SDR21C1|hCBR1
70,CBR3,HEL-S-25|SDR21C2|hCBR3
433,CBS,CBSL|HIP4
1,CCA1,CTRCT7
9,CCIN,BTBD20|KBTBD14
1,CCAL1,CPDD
38,KYAT1,CCBL1|GTK|KAT1|KATI
138,CCK,-
88,CCKAR,CCK-1R|CCK-A|CCK1-R|CCK1R|CCKRA
131,CCKBR,CCK-2R|CCK-B|CCK2R|GASR
142,KRIT1,CAM|CCM1
384,CCNA2,CCN1|CCNA
570,CCNB1,CCNB
90,CCNC,CycC|SRB11|hSRB11
256,CCND2,KIAK0002|MPPH3
2,CCND2P1,CCND2P
220,CCND3,-
2,CCND3P1,CCND3P
511,CCNE1,CCNE|pCCNE1
58,CCNF,FBX1|FBXO1|FTDALS5
68,CCNG1,CCNG
55,CCNG2,-
165,CCNH,CAK|CycH|p34|p37
412,CCNT1,CCNT|CYCT1|HIVE1
67,CCNT2,CYCT2
278,CCT6A,CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20
110,CD1A,CD1|FCB6|HTA1|R4|T6
62,CD1B,CD1|CD1A|R1
64,CD1C,BDCA1|CD1|CD1A|R7
190,CD1D,CD1A|R3|R3G1
39,CD1E,CD1A|R2
115,CD2,LFA-2|SRBC|T11
125,CD3D,CD3-DELTA|CD3DELTA|IMD19|T3D
160,CD3E,CD3epsilon|IMD18|T3E|TCRE
121,CD3G,CD3-GAMMA|CD3GAMMA|IMD17|T3G
262,CD247,CD3-ZETA|CD3H|CD3Q|CD3Z|CD3ZETA|IMD25|T3Z|TCRZ
2020,CD4,CD4mut|IMD79|Leu-3|OKT4D|T4
116,CD5,LEU1|T1
45,CD5L,AIM|API6|CT-2|PRO229|SP-ALPHA|Spalpha|hAIM
68,CD6,TP120
53,CD7,GP40|LEU-9|TP41|Tp40
163,CD8A,CD8|CD8alpha|IMD116|Leu2|p32
48,CD8B,CD8B1|CD8beta|LEU2|LY3|LYT3|Ly-3|P37
7,CD8B2,CD8BP
269,CD9,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29
818,CD14,-
163,CD19,B4|CVID3
161,MS4A1,B1|Bp35|CD20|CVID5|FMC7|LEU-16|S7
21,MS4A3,CD20L|HTM4
97,CD22,SIGLEC-2|SIGLEC2
1,CD24P1,CD24L1
1,CD24P2,CD24L2
1,CD24P3,CD24L3
4,CD24P4,CD24L4
139,CD27,S152|S152.
418,CD28,Tp44
233,CD80,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7
246,CD86,B7-2|B7.2|B70|CD28LG2|LAB72
228,TNFRSF8,CD30|D1S166E|Ki-1
44,TNFSF8,CD153|CD30L|CD30LG|TNLG3A
140,CD33,SIGLEC-3|SIGLEC3|p67
25,SIGLEC6,CD327|CD33L|CD33L1|CD33L2|CDW327|OBBP1
363,CD34,-
532,CD36,BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3
387,SCARB1,CD36L1|CLA-1|CLA1|HDLCQ6|HDLQTL6|SR-BI|SRB1
137,SCARB2,AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII
42,CD37,GP52-40|TSPAN26
308,CD38,ADPRC
169,ENTPD1,ATPDase|CD39|NTPDase-1|SPG64
25,ENTPD2,CD39L1|NTPDase-2
34,ENTPD6,CD39L2|IL-6SAG|IL6ST2|NTPDase-6|dJ738P15.3
21,ENTPD3,CD39L3|HB6|NTPDase-3
36,ENTPD5,CD39L4|NTPDase-5|PCPH
616,CD40,Bp50|CDW40|TNFRSF5|p50
543,CD40LG,CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L
1447,CD44,CDW44|CSPG8|ECM-III|ECMR-III|H-CAM|HCELL|HUTCH-1|HUTCH-I|Hermes-1|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1
295,CD47,IAP|MER6|OA3
75,CD48,BCM1|BLAST|BLAST1|MEM-102|SLAMF2|hCD48|mCD48
49,CD53,MOX44|TSPAN25
105,CD58,LFA-3|LFA3|ag3
267,CD59,16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20
242,CD63,AD1|HOP-26|ME491|MLA1|OMA81H|Pltgp40|TSPAN30
105,CD68,GP110|LAMP4|SCARD1
99,CD69,AIM|BL-AC/P26|CLEC2C|EA1|GP32/28|MLR-3
117,CD70,CD27-L|CD27L|CD27LG|LPFS3|TNFSF7|TNLG8A
41,CD72,CD72b|LYB2
208,CD74,CLIP|DHLAG|HLADG|II|Ia-GAMMA|p33
87,CD79A,IGA|IGAlpha|MB-1|MB1
92,CD79B,AGM6|B29|IGB|Igbeta
323,CD81,CVID6|S5.7|TAPA1|TSPAN28
103,ADGRE5,CD97|TM7LN1
175,CD151,EBS7|GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24
105,CDA,CDD
2,CDB2,CDBII|CDTB
1130,CDK1,CDC2|CDC28A|P34CDC2
130,CDK11B,CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1
112,LRBA,BGL|CDC4L|CVID8|LAB300|LBA|uc.147
227,CDC5L,CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1
156,SEPTIN7,CDC10|CDC3|NBLA02942|SEPT7|SEPT7A|Septin-7
175,CDC6,CDC18L|HsCDC18|HsCDC6|MGORS5
399,CDC20,CDC20A|OOMD14|OZEMA14|bA276H19.3|p55CDC
223,CDC25A,CDC25A2
157,CDC25B,-
242,CDC25C,CDC25|PPP1R60
285,CDC27,ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2
205,CDC34,E2-CDC34|UBC3|UBCH3|UBE2R1
776,CDC42,CDC42Hs|G25K|TKS
2194,CDH1,Arc-1|BCDS1|CD324|CDHE|ECAD|LCAM|UVO
398,CDH2,ACOGS|ADHD8|ARVD14|CD325|CDHN|CDw325|NCAD
146,CDH3,CDHP|HJMD|PCAD
60,CDH4,CAD4|R-CAD|RCAD
276,CDH5,7B4|CD144
32,CDH6,CAD6|KCAD
16,CDH7,CDH7L1
24,CDH8,Nbla04261
21,CDH9,-
27,CDH10,-
97,CDH11,CAD11|CDHOB|ESWS|OB|OSF-4|TBHS2
28,CDH12,CDHB
2,CDH12P2,C41-CAD|CDH12P
228,CDH13,CDHH|P105
28,CDH15,CDH14|CDH3|CDHM|MCAD|MRD3
26,CDH16,-
70,CDH17,CDH16|HPT-1|HPT1
18,CDH18,CDH14|CDH14L|CDH24
895,CDK2,CDKN2|p33(CDK2)
70,CDK3,-
688,CDK4,CMM3|PSK-J3
444,CDK5,LIS7|PSSALRE
460,CDK6,MCPH12|PLSTIRE
228,CDK7,CAK|CAK1|CDKN7|HCAK|MO15|STK1|p39MO15
167,CDK8,IDDHBA|K35
544,CDK9,C-2k|CDC2L4|CTK1|PITALRE|TAK
1831,CDKN1A,CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1
1099,CDKN1B,CDKN4|KIP1|MEN1B|MEN4|P27KIP1
247,CDKN1C,BWCR|BWS|KIP2|WBS|p57|p57Kip2
2647,CDKN2A,ARF|CAI2|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16
474,CDKN2B,CDK4I|INK4B|MTS2|P15|TP15|p15INK4b
115,CDKN2C,INK4C|p18|p18-INK4C
78,CDKN2D,INK4D|p19|p19-INK4D
67,CDKN3,CDI1|CIP2|KAP|KAP1
58,CDO1,CDO-I
18,CDR1,CDR|CDR34|CDR62A
51,CDR2,CDR62|Yo
28,CDS1,CDS
107,CDSN,HTSS|HTSS1|HYPT2|PSS|PSS1
45,CD52,CDW52|EDDM5|HE5
57,CDX1,-
390,CDX2,CDX-3|CDX2/AS|CDX3
26,CDX4,-
64,CLGN,-
292,CEACAM5,CD66e|CEA
536,CEBPA,C/EBP-alpha|CEBP
509,CEBPB,C/EBP-beta|IL6DBP|NF-IL6|TCF5
113,CEBPD,C/EBP-delta|CELF|CRP3|NF-IL6-beta
88,CEBPE,C/EBP-epsilon|CRP1|IMD108|SGD1|c/EBP
50,CEBPG,GPE1BP|IG/EBP-1
94,CEL,BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8
6,CELP,CELL|cell1|cell2|cell3
175,CENPA,CENP-A|CenH3
102,CENPB,-
85,CENPC,CENP-C|CENPC1|MIF2|hcp-4
3,CENPCP1,CENPC|CENPC1P1|CENPC2
117,CENPE,CENP-E|KIF10|MCPH13|PPP1R61
149,CENPF,CENF|CILD31|PRO1779|STROMS|hcp-1
134,CES1,ACAT|CE-1|CEH|CES2|HMSE|HMSE1|PCE-1|REH|SES1|TGH|hCE-1
33,CETN1,CEN1|CETN
119,CETN2,CALT|CEN2
52,CETN3,CDC31|CEN3
702,CETP,BPIFF|HDLCQ10
439,CFL1,CFL|HEL-S-15|cofilin
106,CFL2,NEM7
131,CTSC,CPPI|DPP-I|DPP1|DPPI|HMS|JP|JPD|PALS|PDON1|PLS
1922,CFTR,ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1
183,CGA,CG-ALPHA|FSHA|GPA1|GPHA1|GPHa|HCG|LHA|TSHA
155,CGB3,CGB|CGB5|CGB7|CGB8|LHB|hCGB
2,CGF1,-
47,CEACAM3,CD66D|CEA|CGM1|CGM1a|W264|W282
2,CEACAMP5,CEACAM26P|CGM12
2,CEACAMP11,CEACAM32P|CGM18
37,CEACAM7,CGM2
36,CEACAM8,CD66b|CD67|CGM6|NCA-95
6,CEACAM4,CGM7|CGM7_HUMAN|NCA
2,CEACAMP1,CEACAM22P|CGM8
1,CEACAMP2,CEACAM23P|CGM9
3,CEACAMP3,CEACAM24P|CGM10
3,CEACAMP4,CEACAM25P|CGM11
2,CEACAMP6,CEACAM27P|CGM13
2,CEACAMP7,CEACAM28P|CGM14
3,CEACAMP8,CEACAM29P|CGM15
2,CEACAMP9,CEACAM30P|CGM16
2,CEACAMP10,CEACAM31P|CGM17
15,CHAD,SLRR4A
25,RCBTB2,CHC1L|RLG
106,CHAT,CHOACTASE|CMS1A|CMS1A2|CMS6
171,RCC1,CHC1|RCC1-I
132,CHD1,CHD-1|PILBOS
83,CHD2,DEE94|EEOC
172,CHD3,Mi-2a|Mi2-ALPHA|SNIBCPS|ZFH
322,CHD4,CHD-4|Mi-2b|Mi2-BETA|SIHIWES
46,AKR1C4,3-alpha-HSD|C11|CDR|CHDR|DD-4|DD4|HAKRA
596,CHEK1,CHK1|OZEMA21
49,FOXN3,C14orf116|CHES1|PRO1635
276,CHGA,CGA|PHE5|PHES
79,CHGB,SCG1
563,CHI3L1,ASRT7|CGP-39|GP-39|GP39|HC-gp39|HCGP-3P|YK-40|YKL-40|YKL40|YYL-40|hCGP-39
35,CHI3L2,CHIL2|YKL-39|YKL39
148,CHIT1,CHI3|CHIT|CHITD
72,CHKA,CHK|CK|CKI|EK|NEDMIMS
44,CHKB,CHETK|CHKL|CK|CKB|CKEKB|EK|EKB|MDCMC
111,CHM,DXS540|GGTA|HSD-32|REP-1|TCD
44,CHML,REP2
62,CHN1,ARHGAP2|CHN|DURS2|NC|RHOGAP2
57,CHN2,ARHGAP3|BCH|CHN2-3|RHOGAP3
125,CHRM1,HM1|M1|M1R
159,CHRM2,HM2
60,LYST,CHS|CHS1|Mauve
187,CHRM3,EGBRS|HM3|PBS|m3AChR
53,CHRM4,HM4|M4R
37,CHRM5,HM5
73,CHRNA1,ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS
49,CHRNA2,-
227,CHRNA3,BAIPRCK|LNCR2|NACHRA3|PAOD2
210,CHRNA4,BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4
262,CHRNA5,LNCR2
327,CHRNA7,CHRNA7-2|NACHRA7
35,CHRNB1,ACHRB|CHRNB|CMS1D|CMS2A|CMS2C|SCCMS
125,CHRNB2,EFNL3|nAChRB2
66,CHRNB3,-
134,CHRNB4,-
39,CHRND,ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS
55,CHRNE,ACHRE|CMS1A1|CMS1D|CMS1E|CMS2A|CMS4A|CMS4B|CMS4C|FCCMS|FIM1|FIMG|FIMG1|MGI|SCCMS
36,CHRNG,ACHRG
544,CHUK,BPS2|IKBKA|IKK-1|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16
39,CIDEA,CIDE-A
215,CKB,B-CK|BCK|CKBB|CPK-B|HEL-211|HEL-S-29
154,CIRBP,CIRP
81,CISH,BACTS2|CIS|CIS-1|G18|SOCS
65,TBCB,CG22|CKAP1|CKAPI
3,CKBE,-
2,CKBP1,-
131,CKM,CKMM|CPK-M|M-CK
59,CKMT1B,CKMT|CKMT1|UMTCK
40,CKMT2,SMTCK
101,ERCC8,CKN1|CSA|UVSS2
120,CKS1B,CKS1|PNAS-16|PNAS-18|ckshs1
70,CKS2,CKSHS2
1,CLA3,CPD1|SCAR6
271,AP2M1,AP50|CLAPM1|MRD60|mu2
77,AP1S1,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A
111,AP2S1,AP17|CLAPS2|FBH3|FBHOk|HHC3
76,AP3S1,CLAPS3|Sigma3A
46,CLC,GAL10|Gal-10|LGALS10|LGALS10A|LPPL_HUMAN
53,CLCA1,CACC|CACC1|CLCRG1|CaCC-1|GOB5|hCLCA1|hCaCC-1
137,CLCN1,CLC1
65,CLCN2,CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|FHA2|FHII|HALD2|LKPAT|clC-2
90,CLCN3,CLC3|ClC-3|NEDHYBA|NEDSBA
33,CLCN4,CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC
109,CLCN5,CLC5|CLCK2|ClC-5|DENT1|DENTS|NPHL1|NPHL2|XLRH|XRN|hCIC-K2
39,CLCN6,CLC-6|CONRIBA
108,CLCN7,CLC-7|CLC7|HOD|OPTA2|OPTB4|PPP1R63
31,CLCNKA,CLCK1|ClC-K1|hClC-Ka
64,CLCNKB,CLCKB|ClC-K2|ClC-Kb
634,CLU,AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2
205,CLIC1,CL1C1|CLCNL1|G6|NCC27
35,CLIC2,CLCNL2|CLIC2b|MRXS32|XAP121
70,CLK1,CLK|CLK/STY|STY
69,CLK2,-
4,CLK2P1,CLK2P
74,CLK3,PHCLK3|PHCLK3/152
151,TPP1,CLN2|GIG1|LPIC|SCAR7|TPP-1
128,CLN3,BTN1|BTS|JNCL
59,CLN5,-
2,CLNS1AP1,CLNS1B|ICln
123,CLNS1A,CLCI|CLNS1B|ICln
27,CLPS,-
84,CLPTM1,-
126,CLTA,LCA
82,CLTB,LCB
474,CLTC,CHC|CHC17|CLH-17|CLTCL2|Hc|MRD56
133,CMA1,CYH|MCT1|chymase
2,CMD1B,CMPD1|FDC
162,CCR1,CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1
203,CCR3,C
121,CCR4,CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5
1634,CCR5,CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22
207,CCR6,BN-1|C-C
317,CCR7,BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1
69,CCR8,CC-CKR-8|CCR-8|CDw198|CKRL1|CMKBR8|CMKBRL2|CY6|GPRCY6|TER1
65,ACKR2,CCBP2|CCR10|CCR9|CMKBR9|D6|hD6
87,CMKLR1,CHEMERINR|ChemR23|DEZ|ERV1|RVER1
79,LTB4R,BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7
1,CMM,CMM1|DNS|FAMMM|MLM
355,ABCC2,ABC30|CMOAT|DJS|MRP2|cMRP
3,CMTX3,-
2,CNA1,-
2,CNC2,CNC
42,CNGB1,CNCG2|CNCG3L|CNCG4|CNG4|CNGB1B|GAR1|GARP|GARP2|RCNC2|RCNCb|RCNCbeta|RP45
28,CNGA1,CNCG|CNCG1|CNG-1|CNG1|RCNC1|RCNCa|RCNCalpha|RP49
